MSN,YYYYMM,Value_x,Column_Order,Description,Unit,Month,Date,Value_y,c_v,Anomaly
WYTCBUS,198606,2.0E-6,9,Wind Energy Consumption,Quadrillion Btu,6,1986-06-01,70.39,21.32777778,1.92
BMTCBUS,198606,0.240837,10,Biomass Energy Consumption,Quadrillion Btu,6,1986-06-01,70.39,21.32777778,1.92
RETCBUS,198606,0.334442,11,Total Renewable Energy Consumption,Quadrillion Btu,6,1986-06-01,70.39,21.32777778,1.92
TETCBUS,198606,5.822855,12,Total Primary Energy Consumption,Quadrillion Btu,6,1986-06-01,70.39,21.32777778,1.92
CLTCBUS,198607,1.64801,1,Coal Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
NNTCBUS,198607,1.053847,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
PMTCBUS,198607,2.750898,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
FFTCBUS,198607,5.451039,4,Total Fossil Fuels Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
NUETBUS,198607,0.379718,5,Nuclear Electric Power Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
HVTCBUS,198607,0.083094,6,Hydroelectric Power Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
GETCBUS,198607,0.003221,7,Geothermal Energy Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
SOTCBUS,198607,6.0E-6,8,Solar Energy Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
WYTCBUS,198607,2.0E-6,9,Wind Energy Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
BMTCBUS,198607,0.249011,10,Biomass Energy Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
RETCBUS,198607,0.335334,11,Total Renewable Energy Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
TETCBUS,198607,6.17625,12,Total Primary Energy Consumption,Quadrillion Btu,7,1986-07-01,73.49,23.05,-0.1
CLTCBUS,198608,1.515011,1,Coal Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
NNTCBUS,198608,1.016637,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
PMTCBUS,198608,2.80541,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
FFTCBUS,198608,5.331362,4,Total Fossil Fuels Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
NUETBUS,198608,0.396534,5,Nuclear Electric Power Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
HVTCBUS,198608,0.073104,6,Hydroelectric Power Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
GETCBUS,198608,0.003214,7,Geothermal Energy Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
SOTCBUS,198608,6.0E-6,8,Solar Energy Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
WYTCBUS,198608,2.0E-6,9,Wind Energy Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
BMTCBUS,198608,0.249176,10,Biomass Energy Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
RETCBUS,198608,0.325501,11,Total Renewable Energy Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
TETCBUS,198608,6.066354,12,Total Primary Energy Consumption,Quadrillion Btu,8,1986-08-01,71.69,22.05,-0.39
CLTCBUS,198609,1.401321,1,Coal Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
NNTCBUS,198609,0.960084,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
PMTCBUS,198609,2.586916,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
FFTCBUS,198609,4.947904,4,Total Fossil Fuels Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
NUETBUS,198609,0.387113,5,Nuclear Electric Power Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
HVTCBUS,198609,0.072767,6,Hydroelectric Power Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
GETCBUS,198609,0.002693,7,Geothermal Energy Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
SOTCBUS,198609,5.0E-6,8,Solar Energy Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
WYTCBUS,198609,0,9,Wind Energy Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
BMTCBUS,198609,0.241074,10,Biomass Energy Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
RETCBUS,198609,0.316539,11,Total Renewable Energy Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
TETCBUS,198609,5.663063,12,Total Primary Energy Consumption,Quadrillion Btu,9,1986-09-01,63.68,17.6,-1.16
CLTCBUS,198610,1.355954,1,Coal Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
NNTCBUS,198610,1.037874,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
PMTCBUS,198610,2.771165,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
FFTCBUS,198610,5.164399,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
NUETBUS,198610,0.383103,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
HVTCBUS,198610,0.073498,6,Hydroelectric Power Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
GETCBUS,198610,0.002647,7,Geothermal Energy Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
SOTCBUS,198610,4.0E-6,8,Solar Energy Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
WYTCBUS,198610,1.0E-6,9,Wind Energy Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
BMTCBUS,198610,0.248974,10,Biomass Energy Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
RETCBUS,198610,0.325125,11,Total Renewable Energy Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
TETCBUS,198610,5.882922,12,Total Primary Energy Consumption,Quadrillion Btu,10,1986-10-01,54.0,12.22222222,-0.1
CLTCBUS,198611,1.366752,1,Coal Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
NNTCBUS,198611,1.271522,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
PMTCBUS,198611,2.612738,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
FFTCBUS,198611,5.247547,4,Total Fossil Fuels Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
NUETBUS,198611,0.369674,5,Nuclear Electric Power Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
HVTCBUS,198611,0.079755,6,Hydroelectric Power Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
GETCBUS,198611,0.002291,7,Geothermal Energy Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
SOTCBUS,198611,3.0E-6,8,Solar Energy Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
WYTCBUS,198611,0,9,Wind Energy Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
BMTCBUS,198611,0.241122,10,Biomass Energy Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
RETCBUS,198611,0.323172,11,Total Renewable Energy Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
TETCBUS,198611,5.950116,12,Total Primary Energy Consumption,Quadrillion Btu,11,1986-11-01,41.4,5.222222222,-0.29
CLTCBUS,198612,1.497876,1,Coal Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
NNTCBUS,198612,1.711484,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
PMTCBUS,198612,2.857621,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
FFTCBUS,198612,6.066258,4,Total Fossil Fuels Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
NUETBUS,198612,0.417484,5,Nuclear Electric Power Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
HVTCBUS,198612,0.089397,6,Hydroelectric Power Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
GETCBUS,198612,0.003038,7,Geothermal Energy Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
SOTCBUS,198612,1.0E-6,8,Solar Energy Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
WYTCBUS,198612,0,9,Wind Energy Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
BMTCBUS,198612,0.249352,10,Biomass Energy Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
RETCBUS,198612,0.341787,11,Total Renewable Energy Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
TETCBUS,198612,6.836703,12,Total Primary Energy Consumption,Quadrillion Btu,12,1986-12-01,34.43,1.35,1.75
CLTCBUS,198701,1.563157,1,Coal Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
NNTCBUS,198701,2.179929,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
PMTCBUS,198701,2.778384,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
FFTCBUS,198701,6.520368,4,Total Fossil Fuels Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
NUETBUS,198701,0.417417,5,Nuclear Electric Power Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
HVTCBUS,198701,0.087702,6,Hydroelectric Power Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
GETCBUS,198701,0.003051,7,Geothermal Energy Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
SOTCBUS,198701,0,8,Solar Energy Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
WYTCBUS,198701,0,9,Wind Energy Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
BMTCBUS,198701,0.244137,10,Biomass Energy Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
RETCBUS,198701,0.33489,11,Total Renewable Energy Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
TETCBUS,198701,7.285959,12,Total Primary Energy Consumption,Quadrillion Btu,1,1987-01-01,31.44,-0.311111111,1.32
CLTCBUS,198702,1.357526,1,Coal Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
NNTCBUS,198702,1.968916,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
PMTCBUS,198702,2.551887,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
FFTCBUS,198702,5.879311,4,Total Fossil Fuels Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
NUETBUS,198702,0.382159,5,Nuclear Electric Power Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
HVTCBUS,198702,0.073264,6,Hydroelectric Power Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
GETCBUS,198702,0.002829,7,Geothermal Energy Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
SOTCBUS,198702,2.0E-6,8,Solar Energy Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
WYTCBUS,198702,0,9,Wind Energy Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
BMTCBUS,198702,0.220511,10,Biomass Energy Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
RETCBUS,198702,0.296606,11,Total Renewable Energy Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
TETCBUS,198702,6.572796,12,Total Primary Energy Consumption,Quadrillion Btu,2,1987-02-01,37.38,2.988888889,3.56
CLTCBUS,198703,1.372447,1,Coal Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
NNTCBUS,198703,1.7931,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
PMTCBUS,198703,2.699987,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
FFTCBUS,198703,5.863944,4,Total Fossil Fuels Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
NUETBUS,198703,0.389382,5,Nuclear Electric Power Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
HVTCBUS,198703,0.080279,6,Hydroelectric Power Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
GETCBUS,198703,0.003102,7,Geothermal Energy Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
SOTCBUS,198703,3.0E-6,8,Solar Energy Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
WYTCBUS,198703,0,9,Wind Energy Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
BMTCBUS,198703,0.244157,10,Biomass Energy Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
RETCBUS,198703,0.327541,11,Total Renewable Energy Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
TETCBUS,198703,6.595795,12,Total Primary Energy Consumption,Quadrillion Btu,3,1987-03-01,42.55,5.861111111,1.05
CLTCBUS,198704,1.322692,1,Coal Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
NNTCBUS,198704,1.472949,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
PMTCBUS,198704,2.674699,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
FFTCBUS,198704,5.470761,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
NUETBUS,198704,0.349992,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
HVTCBUS,198704,0.076163,6,Hydroelectric Power Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
GETCBUS,198704,0.002924,7,Geothermal Energy Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
SOTCBUS,198704,4.0E-6,8,Solar Energy Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
WYTCBUS,198704,0,9,Wind Energy Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
BMTCBUS,198704,0.236139,10,Biomass Energy Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
RETCBUS,198704,0.315231,11,Total Renewable Energy Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
TETCBUS,198704,6.151443,12,Total Primary Energy Consumption,Quadrillion Btu,4,1987-04-01,53.51,11.95,2.47
CLTCBUS,198705,1.419056,1,Coal Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
NNTCBUS,198705,1.212924,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
PMTCBUS,198705,2.687267,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
FFTCBUS,198705,5.319684,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
NUETBUS,198705,0.358374,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
HVTCBUS,198705,0.083712,6,Hydroelectric Power Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
GETCBUS,198705,0.003072,7,Geothermal Energy Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
SOTCBUS,198705,4.0E-6,8,Solar Energy Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
WYTCBUS,198705,1.0E-6,9,Wind Energy Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
BMTCBUS,198705,0.244007,10,Biomass Energy Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
RETCBUS,198705,0.330797,11,Total Renewable Energy Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
TETCBUS,198705,6.021021,12,Total Primary Energy Consumption,Quadrillion Btu,5,1987-05-01,62.94,17.18888889,2.75
CLTCBUS,198706,1.553622,1,Coal Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
NNTCBUS,198706,1.125283,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
PMTCBUS,198706,2.737218,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
FFTCBUS,198706,5.417632,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
NUETBUS,198706,0.38176,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
HVTCBUS,198706,0.072271,6,Hydroelectric Power Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
GETCBUS,198706,0.003155,7,Geothermal Energy Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
SOTCBUS,198706,6.0E-6,8,Solar Energy Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
WYTCBUS,198706,3.0E-6,9,Wind Energy Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
BMTCBUS,198706,0.236522,10,Biomass Energy Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
RETCBUS,198706,0.311957,11,Total Renewable Energy Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
TETCBUS,198706,6.125305,12,Total Primary Energy Consumption,Quadrillion Btu,6,1987-06-01,70.23,21.23888889,1.76
CLTCBUS,198707,1.731657,1,Coal Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
NNTCBUS,198707,1.118428,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
PMTCBUS,198707,2.874513,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
FFTCBUS,198707,5.724864,4,Total Fossil Fuels Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
NUETBUS,198707,0.41826,5,Nuclear Electric Power Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
HVTCBUS,198707,0.069864,6,Hydroelectric Power Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
GETCBUS,198707,0.003262,7,Geothermal Energy Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
SOTCBUS,198707,6.0E-6,8,Solar Energy Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
WYTCBUS,198707,4.0E-6,9,Wind Energy Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
BMTCBUS,198707,0.244359,10,Biomass Energy Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
RETCBUS,198707,0.317495,11,Total Renewable Energy Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
TETCBUS,198707,6.476463,12,Total Primary Energy Consumption,Quadrillion Btu,7,1987-07-01,73.24,22.91111111,-0.35
CLTCBUS,198708,1.719952,1,Coal Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
NNTCBUS,198708,1.151681,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
PMTCBUS,198708,2.746301,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
FFTCBUS,198708,5.618573,4,Total Fossil Fuels Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
NUETBUS,198708,0.431801,5,Nuclear Electric Power Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
HVTCBUS,198708,0.063744,6,Hydroelectric Power Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
GETCBUS,198708,0.00325,7,Geothermal Energy Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
SOTCBUS,198708,4.0E-6,8,Solar Energy Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
WYTCBUS,198708,1.0E-6,9,Wind Energy Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
BMTCBUS,198708,0.244396,10,Biomass Energy Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
RETCBUS,198708,0.311395,11,Total Renewable Energy Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
TETCBUS,198708,6.376964,12,Total Primary Energy Consumption,Quadrillion Btu,8,1987-08-01,71.85,22.13888889,-0.23
CLTCBUS,198709,1.484318,1,Coal Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
NNTCBUS,198709,1.068976,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
PMTCBUS,198709,2.704211,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
FFTCBUS,198709,5.26135,4,Total Fossil Fuels Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
NUETBUS,198709,0.414191,5,Nuclear Electric Power Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
HVTCBUS,198709,0.062756,6,Hydroelectric Power Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
GETCBUS,198709,0.003032,7,Geothermal Energy Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
SOTCBUS,198709,3.0E-6,8,Solar Energy Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
WYTCBUS,198709,1.0E-6,9,Wind Energy Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
BMTCBUS,198709,0.236298,10,Biomass Energy Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
RETCBUS,198709,0.30209,11,Total Renewable Energy Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
TETCBUS,198709,5.988769,12,Total Primary Energy Consumption,Quadrillion Btu,9,1987-09-01,65.23,18.46111111,0.39
CLTCBUS,198710,1.448063,1,Coal Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
NNTCBUS,198710,1.250133,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
PMTCBUS,198710,2.827616,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
FFTCBUS,198710,5.527906,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
NUETBUS,198710,0.381045,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
HVTCBUS,198710,0.061964,6,Hydroelectric Power Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
GETCBUS,198710,0.00307,7,Geothermal Energy Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
SOTCBUS,198710,2.0E-6,8,Solar Energy Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
WYTCBUS,198710,0,9,Wind Energy Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
BMTCBUS,198710,0.244059,10,Biomass Energy Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
RETCBUS,198710,0.309095,11,Total Renewable Energy Consumption,Quadrillion Btu,10,1987-10-01,52.95,11.63888889,-1.15
